id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,abstract,versions,update_date,authors_parsed,abstract_len_chars,abstract_len_words,categories_list,num_authors,has_doi,year
705.1999,Camilla Schwind,Camilla Schwind (LIF),A first-order Temporal Logic for Actions,,,,,cs.AI cs.LO,,"We present a multi-modal action logic with first-order modalities, which
contain terms which can be unified with the terms inside the subsequent
formulas and which can be quantified. This makes it possible to handle
simultaneously time and states. We discuss applications of this language to
action theory where it is possible to express many temporal aspects of actions,
as for example, beginning, end, time points, delayed preconditions and results,
duration and many others. We present tableaux rules for a decidable fragment of
this logic.","[{'version': 'v1', 'created': 'Mon, 14 May 2007 18:36:25 GMT'}]",2007-05-23,"[['Schwind', 'Camilla', '', 'LIF']]",543,84,"['cs.AI', 'cs.LO']",1,0,2007
705.2011,Alex Graves,"Alex Graves, Santiago Fernandez, Juergen Schmidhuber",Multi-Dimensional Recurrent Neural Networks,"10 pages, 10 figures",,,04-07,cs.AI cs.CV,,"Recurrent neural networks (RNNs) have proved effective at one dimensional
sequence learning tasks, such as speech and online handwriting recognition.
Some of the properties that make RNNs suitable for such tasks, for example
robustness to input warping, and the ability to access contextual information,
are also desirable in multidimensional domains. However, there has so far been
no direct way of applying RNNs to data with more than one spatio-temporal
dimension. This paper introduces multi-dimensional recurrent neural networks
(MDRNNs), thereby extending the potential applicability of RNNs to vision,
video processing, medical imaging and many other areas, while avoiding the
scaling problems that have plagued other multi-dimensional models. Experimental
results are provided for two image segmentation tasks.","[{'version': 'v1', 'created': 'Mon, 14 May 2007 19:49:56 GMT'}]",2007-05-23,"[['Graves', 'Alex', ''], ['Fernandez', 'Santiago', ''], ['Schmidhuber', 'Juergen', '']]",818,115,"['cs.AI', 'cs.CV']",3,0,2007
705.2235,Tshilidzi Marwala,"S. Chakraverty, T. Marwala, Pallavi Gupta and Thando Tettey","Response Prediction of Structural System Subject to Earthquake Motions
  using Artificial Neural Network",18 pages,,,,cs.AI,,"This paper uses Artificial Neural Network (ANN) models to compute response of
structural system subject to Indian earthquakes at Chamoli and Uttarkashi
ground motion data. The system is first trained for a single real earthquake
data. The trained ANN architecture is then used to simulate earthquakes with
various intensities and it was found that the predicted responses given by ANN
model are accurate for practical purposes. When the ANN is trained by a part of
the ground motion data, it can also identify the responses of the structural
system well. In this way the safeness of the structural systems may be
predicted in case of future earthquakes without waiting for the earthquake to
occur for the lessons. Time period and the corresponding maximum response of
the building for an earthquake has been evaluated, which is again trained to
predict the maximum response of the building at different time periods. The
trained time period versus maximum response ANN model is also tested for real
earthquake data of other place, which was not used in the training and was
found to be in good agreement.","[{'version': 'v1', 'created': 'Tue, 15 May 2007 20:29:06 GMT'}]",2007-05-23,"[['Chakraverty', 'S.', ''], ['Marwala', 'T.', ''], ['Gupta', 'Pallavi', ''], ['Tettey', 'Thando', '']]",1104,183,['cs.AI'],3,0,2007
705.2236,Tshilidzi Marwala,"Tshilidzi Marwala, Thando Tettey and Snehashish Chakraverty","Fault Classification using Pseudomodal Energies and Neuro-fuzzy
  modelling","8 pages, In Proceedings of the Asia-Pacific Workshop on Structural
  Health Monitoring, Yokohama, Japan, 2006",,,,cs.AI,,"This paper presents a fault classification method which makes use of a
Takagi-Sugeno neuro-fuzzy model and Pseudomodal energies calculated from the
vibration signals of cylindrical shells. The calculation of Pseudomodal
Energies, for the purposes of condition monitoring, has previously been found
to be an accurate method of extracting features from vibration signals. This
calculation is therefore used to extract features from vibration signals
obtained from a diverse population of cylindrical shells. Some of the cylinders
in the population have faults in different substructures. The pseudomodal
energies calculated from the vibration signals are then used as inputs to a
neuro-fuzzy model. A leave-one-out cross-validation process is used to test the
performance of the model. It is found that the neuro-fuzzy model is able to
classify faults with an accuracy of 91.62%, which is higher than the previously
used multilayer perceptron.","[{'version': 'v1', 'created': 'Tue, 15 May 2007 20:34:05 GMT'}]",2007-05-23,"[['Marwala', 'Tshilidzi', ''], ['Tettey', 'Thando', ''], ['Chakraverty', 'Snehashish', '']]",941,139,['cs.AI'],2,0,2007
705.2305,Tshilidzi Marwala,"Sizwe M. Dhlamini, Tshilidzi Marwala, and Thokozani Majozi",Fuzzy and Multilayer Perceptron for Evaluation of HV Bushings,7 pages,,,,cs.AI cs.NE,,"The work proposes the application of fuzzy set theory (FST) to diagnose the
condition of high voltage bushings. The diagnosis uses dissolved gas analysis
(DGA) data from bushings based on IEC60599 and IEEE C57-104 criteria for oil
impregnated paper (OIP) bushings. FST and neural networks are compared in terms
of accuracy and computational efficiency. Both FST and NN simulations were able
to diagnose the bushings condition with 10% error. By using fuzzy theory, the
maintenance department can classify bushings and know the extent of degradation
in the component.","[{'version': 'v1', 'created': 'Wed, 16 May 2007 09:06:19 GMT'}]",2007-05-23,"[['Dhlamini', 'Sizwe M.', ''], ['Marwala', 'Tshilidzi', ''], ['Majozi', 'Thokozani', '']]",566,88,"['cs.AI', 'cs.NE']",3,0,2007
705.2307,Tshilidzi Marwala,"Bradley van Aardt, Tshilidzi Marwala",A Study in a Hybrid Centralised-Swarm Agent Community,6 pages,,,,cs.NE cs.AI,,"This paper describes a systems architecture for a hybrid Centralised/Swarm
based multi-agent system. The issue of local goal assignment for agents is
investigated through the use of a global agent which teaches the agents
responses to given situations. We implement a test problem in the form of a
Pursuit game, where the Multi-Agent system is a set of captor agents. The
agents learn solutions to certain board positions from the global agent if they
are unable to find a solution. The captor agents learn through the use of
multi-layer perceptron neural networks. The global agent is able to solve board
positions through the use of a Genetic Algorithm. The cooperation between
agents and the results of the simulation are discussed here. .","[{'version': 'v1', 'created': 'Wed, 16 May 2007 09:12:09 GMT'}]",2007-05-23,"[['van Aardt', 'Bradley', ''], ['Marwala', 'Tshilidzi', '']]",742,122,"['cs.NE', 'cs.AI']",2,0,2007
705.231,Tshilidzi Marwala,"C.B. Vilakazi, T. Marwala, P. Mautla and E. Moloto",On-Line Condition Monitoring using Computational Intelligence,8 pages,,,,cs.AI,,"This paper presents bushing condition monitoring frameworks that use
multi-layer perceptrons (MLP), radial basis functions (RBF) and support vector
machines (SVM) classifiers. The first level of the framework determines if the
bushing is faulty or not while the second level determines the type of fault.
The diagnostic gases in the bushings are analyzed using the dissolve gas
analysis. MLP gives superior performance in terms of accuracy and training time
than SVM and RBF. In addition, an on-line bushing condition monitoring
approach, which is able to adapt to newly acquired data are introduced. This
approach is able to accommodate new classes that are introduced by incoming
data and is implemented using an incremental learning algorithm that uses MLP.
The testing results improved from 67.5% to 95.8% as new data were introduced
and the testing results improved from 60% to 95.3% as new conditions were
introduced. On average the confidence value of the framework on its decision
was 0.92.","[{'version': 'v1', 'created': 'Wed, 16 May 2007 09:19:00 GMT'}]",2007-05-23,"[['Vilakazi', 'C. B.', ''], ['Marwala', 'T.', ''], ['Mautla', 'P.', ''], ['Moloto', 'E.', '']]",998,157,['cs.AI'],3,0,2007
705.2318,Seiji Miyoshi,"Hideto Utsumi, Seiji Miyoshi, Masato Okada","Statistical Mechanics of Nonlinear On-line Learning for Ensemble
  Teachers","13 pages, 9 figures",,10.1143/JPSJ.76.114001,,cs.LG cond-mat.dis-nn,,"We analyze the generalization performance of a student in a model composed of
nonlinear perceptrons: a true teacher, ensemble teachers, and the student. We
calculate the generalization error of the student analytically or numerically
using statistical mechanics in the framework of on-line learning. We treat two
well-known learning rules: Hebbian learning and perceptron learning. As a
result, it is proven that the nonlinear model shows qualitatively different
behaviors from the linear model. Moreover, it is clarified that Hebbian
learning and perceptron learning show qualitatively different behaviors from
each other. In Hebbian learning, we can analytically obtain the solutions. In
this case, the generalization error monotonically decreases. The steady value
of the generalization error is independent of the learning rate. The larger the
number of teachers is and the more variety the ensemble teachers have, the
smaller the generalization error is. In perceptron learning, we have to
numerically obtain the solutions. In this case, the dynamical behaviors of the
generalization error are non-monotonic. The smaller the learning rate is, the
larger the number of teachers is; and the more variety the ensemble teachers
have, the smaller the minimum value of the generalization error is.","[{'version': 'v1', 'created': 'Wed, 16 May 2007 09:58:39 GMT'}]",2009-11-13,"[['Utsumi', 'Hideto', ''], ['Miyoshi', 'Seiji', ''], ['Okada', 'Masato', '']]",1296,193,"['cs.LG', 'cond-mat.dis-nn']",3,1,2009
705.2485,Bodie Crossingham,Bodie Crossingham and Tshilidzi Marwala,"Using Genetic Algorithms to Optimise Rough Set Partition Sizes for HIV
  Data Analysis","10 pages, 1 figure, Update Bibliography",,,,cs.NE cs.AI q-bio.QM,,"In this paper, we present a method to optimise rough set partition sizes, to
which rule extraction is performed on HIV data. The genetic algorithm
optimisation technique is used to determine the partition sizes of a rough set
in order to maximise the rough sets prediction accuracy. The proposed method is
tested on a set of demographic properties of individuals obtained from the
South African antenatal survey. Six demographic variables were used in the
analysis, these variables are; race, age of mother, education, gravidity,
parity, and age of father, with the outcome or decision being either HIV
positive or negative. Rough set theory is chosen based on the fact that it is
easy to interpret the extracted rules. The prediction accuracy of equal width
bin partitioning is 57.7% while the accuracy achieved after optimising the
partitions is 72.8%. Several other methods have been used to analyse the HIV
data and their results are stated and compared to that of rough set theory
(RST).","[{'version': 'v1', 'created': 'Thu, 17 May 2007 07:02:23 GMT'}]",2007-06-25,"[['Crossingham', 'Bodie', ''], ['Marwala', 'Tshilidzi', '']]",992,163,"['cs.NE', 'cs.AI', 'q-bio.QM']",1,0,2007
705.2516,Tshilidzi Marwala,"Sizwe M. Dhlamini*, Fulufhelo V. Nelwamondo**, Tshilidzi Marwala**","Condition Monitoring of HV Bushings in the Presence of Missing Data
  Using Evolutionary Computing",7 pages,,,,cs.NE cs.AI,,"The work proposes the application of neural networks with particle swarm
optimisation (PSO) and genetic algorithms (GA) to compensate for missing data
in classifying high voltage bushings. The classification is done using DGA data
from 60966 bushings based on IEEEc57.104, IEC599 and IEEE production rates
methods for oil impregnated paper (OIP) bushings. PSO and GA were compared in
terms of accuracy and computational efficiency. Both GA and PSO simulations
were able to estimate missing data values to an average 95% accuracy when only
one variable was missing. However PSO rapidly deteriorated to 66% accuracy with
two variables missing simultaneously, compared to 84% for GA. The data
estimated using GA was found to classify the conditions of bushings than the
PSO.","[{'version': 'v1', 'created': 'Thu, 17 May 2007 11:33:34 GMT'}]",2007-05-23,"[['Dhlamini*', 'Sizwe M.', ''], ['Nelwamondo**', 'Fulufhelo V.', ''], ['Marwala**', 'Tshilidzi', '']]",771,120,"['cs.NE', 'cs.AI']",3,0,2007
705.2765,Rustem Takhanov,Rustem Takhanov,On the monotonization of the training set,10 pages,,,,cs.LG cs.AI,,"We consider the problem of minimal correction of the training set to make it
consistent with monotonic constraints. This problem arises during analysis of
data sets via techniques that require monotone data. We show that this problem
is NP-hard in general and is equivalent to finding a maximal independent set in
special orgraphs. Practically important cases of that problem considered in
detail. These are the cases when a partial order given on the replies set is a
total order or has a dimension 2. We show that the second case can be reduced
to maximization of a quadratic convex function on a convex set. For this case
we construct an approximate polynomial algorithm based on convex optimization.","[{'version': 'v1', 'created': 'Fri, 18 May 2007 19:44:19 GMT'}]",2007-05-23,"[['Takhanov', 'Rustem', '']]",703,117,"['cs.LG', 'cs.AI']",1,0,2007
705.336,Kyriakos Sgarbas,Kyriakos N. Sgarbas,The Road to Quantum Artificial Intelligence,"9 pages. Presented at PCI-2007: 11th Panhellenic Conference in
  Informatics, 18-20 May 2007, Patras, Greece","In: T.S.Papatheodorou, D.N.Christodoulakis and N.N.Karanikolas
  (eds), ""Current Trends in Informatics"", Vol.A, pp.469-477, New Technologies
  Publications, Athens, 2007 (SET 978-960-89784-0-9)",,,cs.AI,,"This paper overviews the basic principles and recent advances in the emerging
field of Quantum Computation (QC), highlighting its potential application to
Artificial Intelligence (AI). The paper provides a very brief introduction to
basic QC issues like quantum registers, quantum gates and quantum algorithms
and then it presents references, ideas and research guidelines on how QC can be
used to deal with some basic AI problems, such as search and pattern matching,
as soon as quantum computers become widely available.","[{'version': 'v1', 'created': 'Wed, 23 May 2007 12:31:47 GMT'}]",2007-05-24,"[['Sgarbas', 'Kyriakos N.', '']]",522,80,['cs.AI'],1,0,2007
705.3561,Lucas Bordeaux,"Lucas Bordeaux, Marco Cadoli, Toni Mancini","Generalizing Consistency and other Constraint Properties to Quantified
  Constraints",,,,,cs.LO cs.AI,,"Quantified constraints and Quantified Boolean Formulae are typically much
more difficult to reason with than classical constraints, because quantifier
alternation makes the usual notion of solution inappropriate. As a consequence,
basic properties of Constraint Satisfaction Problems (CSP), such as consistency
or substitutability, are not completely understood in the quantified case.
These properties are important because they are the basis of most of the
reasoning methods used to solve classical (existentially quantified)
constraints, and one would like to benefit from similar reasoning methods in
the resolution of quantified constraints. In this paper, we show that most of
the properties that are used by solvers for CSP can be generalized to
quantified CSP. This requires a re-thinking of a number of basic concepts; in
particular, we propose a notion of outcome that generalizes the classical
notion of solution and on which all definitions are based. We propose a
systematic study of the relations which hold between these properties, as well
as complexity results regarding the decision of these properties. Finally, and
since these problems are typically intractable, we generalize the approach used
in CSP and propose weaker, easier to check notions based on locality, which
allow to detect these properties incompletely but in polynomial time.","[{'version': 'v1', 'created': 'Thu, 24 May 2007 11:27:55 GMT'}]",2007-05-25,"[['Bordeaux', 'Lucas', ''], ['Cadoli', 'Marco', ''], ['Mancini', 'Toni', '']]",1360,203,"['cs.LO', 'cs.AI']",3,0,2007
705.3766,Anton Eremeev,Anton Eremeev,On complexity of optimized crossover for binary representations,"Dagstuhl Seminar 06061 ""Theory of Evolutionary Algorithms"", 2006",,,,cs.NE cs.AI,,"We consider the computational complexity of producing the best possible
offspring in a crossover, given two solutions of the parents. The crossover
operators are studied on the class of Boolean linear programming problems,
where the Boolean vector of variables is used as the solution representation.
By means of efficient reductions of the optimized gene transmitting crossover
problems (OGTC) we show the polynomial solvability of the OGTC for the maximum
weight set packing problem, the minimum weight set partition problem and for
one of the versions of the simple plant location problem. We study a connection
between the OGTC for linear Boolean programming problem and the maximum weight
independent set problem on 2-colorable hypergraph and prove the NP-hardness of
several special cases of the OGTC problem in Boolean linear programming.","[{'version': 'v1', 'created': 'Fri, 25 May 2007 13:07:18 GMT'}]",2007-05-28,"[['Eremeev', 'Anton', '']]",845,129,"['cs.NE', 'cs.AI']",1,0,2007
705.4302,"Jens Oehlschl\""agel","Jens Oehlschl\""agel",Truecluster matching,"15 pages, 2 figures. Details the matching needed for ""Truecluster:
  robust scalable clustering with model selection"" but can also be used in
  different contexts",,,,cs.AI,,"Cluster matching by permuting cluster labels is important in many clustering
contexts such as cluster validation and cluster ensemble techniques. The
classic approach is to minimize the euclidean distance between two cluster
solutions which induces inappropriate stability in certain settings. Therefore,
we present the truematch algorithm that introduces two improvements best
explained in the crisp case. First, instead of maximizing the trace of the
cluster crosstable, we propose to maximize a chi-square transformation of this
crosstable. Thus, the trace will not be dominated by the cells with the largest
counts but by the cells with the most non-random observations, taking into
account the marginals. Second, we suggest a probabilistic component in order to
break ties and to make the matching algorithm truly random on random data. The
truematch algorithm is designed as a building block of the truecluster
framework and scales in polynomial time. First simulation results confirm that
the truematch algorithm gives more consistent truecluster results for unequal
cluster sizes. Free R software is available.","[{'version': 'v1', 'created': 'Tue, 29 May 2007 21:52:17 GMT'}]",2007-05-31,"[['Oehlschlägel', 'Jens', '']]",1118,166,['cs.AI'],1,0,2007
705.4485,Edoardo Airoldi,"Edoardo M Airoldi, David M Blei, Stephen E Fienberg, Eric P Xing",Mixed membership stochastic blockmodels,"46 pages, 14 figures, 3 tables","Journal of Machine Learning Research, 9, 1981-2014.",,,stat.ME cs.LG math.ST physics.soc-ph stat.ML stat.TH,,"Observations consisting of measurements on relationships for pairs of objects
arise in many settings, such as protein interaction and gene regulatory
networks, collections of author-recipient email, and social networks. Analyzing
such data with probabilisic models can be delicate because the simple
exchangeability assumptions underlying many boilerplate models no longer hold.
In this paper, we describe a latent variable model of such data called the
mixed membership stochastic blockmodel. This model extends blockmodels for
relational data to ones which capture mixed membership latent relational
structure, thus providing an object-specific low-dimensional representation. We
develop a general variational inference algorithm for fast approximate
posterior inference. We explore applications to social and protein interaction
networks.","[{'version': 'v1', 'created': 'Wed, 30 May 2007 23:22:59 GMT'}]",2010-02-22,"[['Airoldi', 'Edoardo M', ''], ['Blei', 'David M', ''], ['Fienberg', 'Stephen E', ''], ['Xing', 'Eric P', '']]",841,111,"['stat.ME', 'cs.LG', 'math.ST', 'physics.soc-ph', 'stat.ML', 'stat.TH']",4,0,2010
705.4566,Bastian Wemmenhove,Bastian Wemmenhove and Bert Kappen,"Loop corrections for message passing algorithms in continuous variable
  models",,,,,cs.AI cs.LG,,"In this paper we derive the equations for Loop Corrected Belief Propagation
on a continuous variable Gaussian model. Using the exactness of the averages
for belief propagation for Gaussian models, a different way of obtaining the
covariances is found, based on Belief Propagation on cavity graphs. We discuss
the relation of this loop correction algorithm to Expectation Propagation
algorithms for the case in which the model is no longer Gaussian, but slightly
perturbed by nonlinear terms.","[{'version': 'v1', 'created': 'Thu, 31 May 2007 10:35:07 GMT'}]",2007-06-01,"[['Wemmenhove', 'Bastian', ''], ['Kappen', 'Bert', '']]",491,76,"['cs.AI', 'cs.LG']",1,0,2007
705.4584,Stefan Johansson,Magnus Boman and Stefan J. Johansson,"Modeling Epidemic Spread in Synthetic Populations - Virtual Plagues in
  Massively Multiplayer Online Games","Accepted for presentation at Digital Games Research Association
  (DiGRA) conference in Tokyo in September 2007. All comments to the authors
  (mail addresses are in the paper) are welcome",,,,cs.CY cs.AI cs.MA,,"A virtual plague is a process in which a behavior-affecting property spreads
among characters in a Massively Multiplayer Online Game (MMOG). The MMOG
individuals constitute a synthetic population, and the game can be seen as a
form of interactive executable model for studying disease spread, albeit of a
very special kind. To a game developer maintaining an MMOG, recognizing,
monitoring, and ultimately controlling a virtual plague is important,
regardless of how it was initiated. The prospect of using tools, methods and
theory from the field of epidemiology to do this seems natural and appealing.
We will address the feasibility of such a prospect, first by considering some
basic measures used in epidemiology, then by pointing out the differences
between real world epidemics and virtual plagues. We also suggest directions
for MMOG developer control through epidemiological modeling. Our aim is
understanding the properties of virtual plagues, rather than trying to
eliminate them or mitigate their effects, as would be in the case of real
infectious disease.","[{'version': 'v1', 'created': 'Thu, 31 May 2007 12:15:05 GMT'}]",2007-06-01,"[['Boman', 'Magnus', ''], ['Johansson', 'Stefan J.', '']]",1068,165,"['cs.CY', 'cs.AI', 'cs.MA']",1,0,2007
705.4676,Daniel Lemire,Daniel Lemire and Owen Kaser,"Recursive n-gram hashing is pairwise independent, at best",See software at https://github.com/lemire/rollinghashcpp,Computer Speech & Language 24(4): 698-710 (2010),10.1016/j.csl.2009.12.001,,cs.DB cs.CL,http://creativecommons.org/licenses/by/4.0/,"Many applications use sequences of n consecutive symbols (n-grams). Hashing
these n-grams can be a performance bottleneck. For more speed, recursive hash
families compute hash values by updating previous values. We prove that
recursive hash families cannot be more than pairwise independent. While hashing
by irreducible polynomials is pairwise independent, our implementations either
run in time O(n) or use an exponential amount of memory. As a more scalable
alternative, we make hashing by cyclic polynomials pairwise independent by
ignoring n-1 bits. Experimentally, we show that hashing by cyclic polynomials
is is twice as fast as hashing by irreducible polynomials. We also show that
randomized Karp-Rabin hash families are not pairwise independent.","[{'version': 'v1', 'created': 'Thu, 31 May 2007 18:41:28 GMT'}, {'version': 'v2', 'created': 'Mon, 8 Dec 2008 17:39:33 GMT'}, {'version': 'v3', 'created': 'Fri, 6 Feb 2009 21:37:14 GMT'}, {'version': 'v4', 'created': 'Mon, 23 Feb 2009 16:23:41 GMT'}, {'version': 'v5', 'created': 'Wed, 5 Aug 2009 03:01:20 GMT'}, {'version': 'v6', 'created': 'Wed, 19 Aug 2009 14:39:54 GMT'}, {'version': 'v7', 'created': 'Wed, 4 Jan 2012 20:37:05 GMT'}, {'version': 'v8', 'created': 'Mon, 6 Jun 2016 15:18:03 GMT'}]",2016-06-07,"[['Lemire', 'Daniel', ''], ['Kaser', 'Owen', '']]",756,111,"['cs.DB', 'cs.CL']",1,1,2016
706.0022,Marko Antonio Rodriguez,Marko A. Rodriguez and Johan Bollen,Modeling Computations in a Semantic Network,project website: http://neno.lanl.gov,,,,cs.AI,,"Semantic network research has seen a resurgence from its early history in the
cognitive sciences with the inception of the Semantic Web initiative. The
Semantic Web effort has brought forth an array of technologies that support the
encoding, storage, and querying of the semantic network data structure at the
world stage. Currently, the popular conception of the Semantic Web is that of a
data modeling medium where real and conceptual entities are related in
semantically meaningful ways. However, new models have emerged that explicitly
encode procedural information within the semantic network substrate. With these
new technologies, the Semantic Web has evolved from a data modeling medium to a
computational medium. This article provides a classification of existing
computational modeling efforts and the requirements of supporting technologies
that will aid in the further growth of this burgeoning domain.","[{'version': 'v1', 'created': 'Thu, 31 May 2007 21:56:25 GMT'}]",2021-08-23,"[['Rodriguez', 'Marko A.', ''], ['Bollen', 'Johan', '']]",914,137,['cs.AI'],1,0,2021
706.0465,Donald Sofge,D. A. Sofge,"Virtual Sensor Based Fault Detection and Classification on a Plasma Etch
  Reactor",7 pages,"D. Sofge, ""Virtual Sensor Based Fault Detection and Classification
  on a Plasma Etch Reactor,"" The 2nd Joint Mexico-US Int'l. Workshop on Neural
  Networks and Neurocontrol (poster), 1997",,,cs.AI cs.CV,,"The SEMATECH sponsored J-88-E project teaming Texas Instruments with
NeuroDyne (et al.) focused on Fault Detection and Classification (FDC) on a Lam
9600 aluminum plasma etch reactor, used in the process of semiconductor
fabrication. Fault classification was accomplished by implementing a series of
virtual sensor models which used data from real sensors (Lam Station sensors,
Optical Emission Spectroscopy, and RF Monitoring) to predict recipe setpoints
and wafer state characteristics. Fault detection and classification were
performed by comparing predicted recipe and wafer state values with expected
values. Models utilized include linear PLS, Polynomial PLS, and Neural Network
PLS. Prediction of recipe setpoints based upon sensor data provides a
capability for cross-checking that the machine is maintaining the desired
setpoints. Wafer state characteristics such as Line Width Reduction and
Remaining Oxide were estimated on-line using these same process sensors (Lam,
OES, RFM). Wafer-to-wafer measurement of these characteristics in a production
setting (where typically this information may be only sparsely available, if at
all, after batch processing runs with numerous wafers have been completed)
would provide important information to the operator that the process is or is
not producing wafers within acceptable bounds of product quality. Production
yield is increased, and correspondingly per unit cost is reduced, by providing
the operator with the opportunity to adjust the process or machine before
etching more wafers.","[{'version': 'v1', 'created': 'Mon, 4 Jun 2007 15:55:27 GMT'}]",2007-06-05,"[['Sofge', 'D. A.', '']]",1541,221,"['cs.AI', 'cs.CV']",1,0,2007
706.0585,Zhendong Zhao,"Zhendong Zhao, Lei Yuan, Yuxuan Wang, Forrest Sheng Bao, Shunyi Zhang
  Yanfei Sun",A Novel Model of Working Set Selection for SMO Decomposition Methods,"8 pages, 12 figures, it was submitted to IEEE International
  conference of Tools on Artificial Intelligence",,10.1109/ICTAI.2007.99,,cs.LG cs.AI,,"In the process of training Support Vector Machines (SVMs) by decomposition
methods, working set selection is an important technique, and some exciting
schemes were employed into this field. To improve working set selection, we
propose a new model for working set selection in sequential minimal
optimization (SMO) decomposition methods. In this model, it selects B as
working set without reselection. Some properties are given by simple proof, and
experiments demonstrate that the proposed method is in general faster than
existing methods.","[{'version': 'v1', 'created': 'Tue, 5 Jun 2007 05:55:07 GMT'}]",2016-11-15,"[['Zhao', 'Zhendong', ''], ['Yuan', 'Lei', ''], ['Wang', 'Yuxuan', ''], ['Bao', 'Forrest Sheng', ''], ['Sun', 'Shunyi Zhang Yanfei', '']]",540,81,"['cs.LG', 'cs.AI']",5,1,2016
706.1001,Krzysztof R. Apt,Krzysztof R. Apt,Epistemic Analysis of Strategic Games with Arbitrary Strategy Sets,"8 pages Proc. of the 11th Conference on Theoretical Aspects of
  Rationality and Knowledge (TARK XI), 2007. To appear",,,,cs.GT cs.AI,,"We provide here an epistemic analysis of arbitrary strategic games based on
the possibility correspondences. Such an analysis calls for the use of
transfinite iterations of the corresponding operators. Our approach is based on
Tarski's Fixpoint Theorem and applies both to the notions of rationalizability
and the iterated elimination of strictly dominated strategies.","[{'version': 'v1', 'created': 'Thu, 7 Jun 2007 12:57:21 GMT'}]",2007-06-08,"[['Apt', 'Krzysztof R.', '']]",368,53,"['cs.GT', 'cs.AI']",1,0,2007
706.1137,Thierry Poibeau,"Amanda Bouffier (LIPN), Thierry Poibeau (LIPN)",Automatically Restructuring Practice Guidelines using the GEM DTD,,"Proceedings of Biomedical Natural Language Processing (BioNLP)
  (2007) -",,,cs.AI,,"This paper describes a system capable of semi-automatically filling an XML
template from free texts in the clinical domain (practice guidelines). The XML
template includes semantic information not explicitly encoded in the text
(pairs of conditions and actions/recommendations). Therefore, there is a need
to compute the exact scope of conditions over text sequences expressing the
required actions. We present a system developed for this task. We show that it
yields good performance when applied to the analysis of French practice
guidelines.","[{'version': 'v1', 'created': 'Fri, 8 Jun 2007 15:39:49 GMT'}]",2007-06-11,"[['Bouffier', 'Amanda', '', 'LIPN'], ['Poibeau', 'Thierry', '', 'LIPN']]",544,81,['cs.AI'],2,0,2007
706.129,Sylviane Schwer,Sylviane R. Schwer (LIPN),Temporal Reasoning without Transitive Tables,rapport interne,,,,cs.AI,,"Representing and reasoning about qualitative temporal information is an
essential part of many artificial intelligence tasks. Lots of models have been
proposed in the litterature for representing such temporal information. All
derive from a point-based or an interval-based framework. One fundamental
reasoning task that arises in applications of these frameworks is given by the
following scheme: given possibly indefinite and incomplete knowledge of the
binary relationships between some temporal objects, find the consistent
scenarii between all these objects. All these models require transitive tables
-- or similarly inference rules-- for solving such tasks. We have defined an
alternative model, S-languages - to represent qualitative temporal information,
based on the only two relations of \emph{precedence} and \emph{simultaneity}.
In this paper, we show how this model enables to avoid transitive tables or
inference rules to handle this kind of problem.","[{'version': 'v1', 'created': 'Sat, 9 Jun 2007 06:57:05 GMT'}]",2007-06-12,"[['Schwer', 'Sylviane R.', '', 'LIPN']]",965,138,['cs.AI'],1,0,2007
